11.1,12.61,2.9
11.1,12.56,2.9
11.1,12.51,2.9
11.1,12.46,2.9
11.1,12.41,2.9
11.1,12.36,2.9
11.1,12.31,2.9
11.1,12.26,2.9
11.1,12.21,2.9
11.1,12.16,2.9
11.1,12.11,2.9
11.1,12.06,2.9
11.1,12.01,2.9
11.1,11.96,2.9
11.1,11.91,2.9
11.1,11.86,2.9
11.1,11.81,2.9
11.1,11.76,2.9
11.1,11.71,2.9
11.1,11.66,2.9
11.1,11.61,2.9
11.1,11.56,2.9
11.1,11.51,2.9
11.1,11.46,2.9
11.1,11.41,2.9
11.1,11.36,2.9
11.1,11.31,2.9
11.1,11.26,2.9
11.1,11.21,2.9
11.1,11.16,2.9
11.1,11.11,2.9
11.1,11.06,2.9
11.1,11.01,2.9
11.1,10.96,2.9
11.1,10.91,2.9
11.1,10.86,2.9
11.1,10.81,2.9
11.1,10.76,2.9
11.1,10.71,2.9
11.1,10.66,2.9
11.1,10.61,2.9
11.1,10.56,2.9
11.1,10.51,2.9
11.1,10.46,2.9
11.1,10.41,2.9
11.1,10.36,2.9
11.1,10.31,2.9
11.1,10.26,2.9
11.1,10.21,2.9
11.1,10.16,2.9
11.1,10.11,2.9
11.1,10.06,2.9
11.1,10.01,2.9
11.1,9.96,2.9
11.1,9.91,2.9
11.1,9.86,2.9
11.1,9.81,2.9
11.1,9.76,2.9
11.1,9.71,2.9
11.1,9.66,2.9
11.1,9.61,2.9
11.1,9.56,2.9
11.1,9.51,2.9
11.1,9.46,2.9
11.1,9.41,2.9
11.1,9.36,2.9
11.1,9.31,2.9
11.1,9.26,2.9
11.1,9.21,2.9
11.1,9.16,2.9
11.1,9.11,2.9
11.1,9.06,2.9
11.1,9.01,2.9
11.1,8.96,2.9
11.1,8.91,2.9
11.1,8.86,2.9
11.1,8.81,2.9
11.1,8.76,2.9
11.1,8.71,2.9
11.1,8.66,2.9
11.1,8.61,2.9
11.1,8.56,2.9
11.1,8.51,2.9
11.1,8.46,2.9
11.1,8.41,2.9
11.1,8.36,2.9
11.1,8.31,2.9
11.1,8.26,2.9
11.1,8.21,2.9
11.1,8.16,2.9
11.1,8.11,2.9
11.1,8.06,2.9
11.1,8.01,2.9
11.1,7.96,2.9
11.1,7.91,2.9
11.1,7.86,2.9
11.1,7.81,2.9
11.1,7.76,2.9
11.1,7.71,2.9
11.1,7.66,2.9
11.1,7.61,2.9
11.1,7.56,2.9
11.1,7.51,2.9
11.1,7.46,2.9
11.1,7.41,2.9
11.1,7.36,2.9
11.1,7.31,2.9
11.1,7.26,2.9
11.1,7.21,2.9
11.1,7.16,2.9
11.1,7.11,2.9
11.1,7.06,2.9
11.1,7.01,2.9
11.1,6.96,2.9
11.1,6.91,2.9
11.1,6.86,2.9
11.1,6.81,2.9
11.1,6.76,2.9
11.1,6.71,2.9
11.1,6.66,2.9
11.1,6.61,2.9
11.1,6.56,2.8862
11.1,6.51,2.8636
11.1,6.46,2.8442
11.1,6.41,2.8284
11.1,6.36,2.816
11.1,6.31,2.8072
11.1,6.26,2.8018
11.1,6.21,2.8
11.1,6.16,2.8018
11.1,6.11,2.8072
11.1,6.06,2.816
11.1,6.01,2.816
11.1,5.96,2.8072
11.1,5.91,2.8018
11.1,5.86,2.8
11.1,5.81,2.8018
11.1,5.76,2.8
11.1,5.71,2.8
11.1,5.66,2.8
11.1,5.61,2.8018
11.1,5.56,2.8
11.1,5.51,2.8018
11.1,5.46,2.8
11.1,5.41,2.8
11.1,5.36,2.8018
11.1,5.31,2.8
11.1,5.26,2.8
11.1,5.21,2.8
11.1,5.16,2.8
11.1,5.11,2.8
11.1,5.06,2.8
11.1,5.01,2.8
11.1,4.96,2.8
11.1,4.91,2.8
11.1,4.86,2.8
11.1,4.81,2.8
11.1,4.76,2.8
11.1,4.71,2.8
11.1,4.66,2.8
11.1,4.61,2.8
11.1,4.56,2.8
11.1,4.51,2.8
11.1,4.46,2.8
11.1,4.41,2.8
11.1,4.36,2.8
11.1,4.31,2.8
11.1,4.26,2.8
11.1,4.21,2.8
11.1,4.16,2.8
11.1,4.11,2.8
11.1,4.06,2.8
11.1,4.01,2.8
11.1,3.96,2.8
11.1,3.91,2.8
11.1,3.86,2.8
11.1,3.81,2.8
11.1,3.76,2.8
11.1,3.71,2.8
11.1,3.66,2.8
11.1,3.61,2.8
11.1,3.56,2.8
11.1,3.51,2.8
11.1,3.46,2.8
11.1,3.41,2.8
11.1,3.36,2.8
11.1,3.31,2.8
11.1,3.26,2.8
11.1,3.21,2.8
11.1,3.16,2.8
11.1,3.11,2.8
11.1,3.06,2.8
11.1,3.01,2.8
11.1,2.96,2.8
11.1,2.91,2.8
11.1,2.86,2.8
11.1,2.81,2.8
11.1,2.76,2.8
11.1,2.71,2.8
11.1,2.66,2.8
11.1,2.61,2.8
11.1,2.56,2.8
11.1,2.51,2.8
11.1,2.46,2.8
11.1,2.41,2.8
11.1,2.36,2.8
11.1,2.31,2.8
11.1,2.26,2.8
11.1,2.21,2.8
11.1,2.16,2.8018
11.1,2.11,2.8072
11.1,2.06,2.816
11.1,2.01,2.8284
11.1,1.96,2.8442
11.1,1.91,2.8636
11.1,1.86,2.8862
11.1,1.81,2.9
11.1,1.76,2.9
11.1,1.71,2.9
11.1,1.66,2.9
11.1,1.61,2.9
11.1,1.56,2.9
11.1,1.51,2.9
11.1,1.46,2.9
11.1,1.41,2.9
11.1,1.36,2.9
11.1,1.31,2.9
11.1,1.26,2.9
11.1,1.21,2.9
11.1,1.16,2.9
11.1,1.11,2.9
11.1,1.06,2.9
11.1,1.01,2.9
11.1,0.96,2.9
11.1,0.91,2.9
11.1,0.86,2.9
11.1,0.81,2.9
11.1,0.76,2.9
11.1,0.71,2.9
11.1,0.66,2.9
11.1,0.61,2.9
11.1,0.56,2.9
11.1,0.51,2.9
11.1,0.46,2.9
11.1,0.41,2.9
11.1,0.36,2.9
11.1,0.31,2.9
11.1,0.26,2.9
11.1,0.21,2.9
11.1,0.16,2.9
11.1,0.11,2.9
11.05,0.06,3
11.05,0.01,3
11.05,-0.04,3
11,-0.09,2.9
10.95,-0.09,2.9
10.9,-0.09,2.9
10.85,-0.09,2.9
10.8,-0.14,2.8
10.75,-0.14,2.8
10.7,-0.14,2.8
10.65,-0.14,2.8
10.6,-0.14,2.8
10.55,-0.14,2.8
10.5,-0.14,2.8
10.45,-0.14,2.8
10.4,-0.14,2.8
10.35,-0.14,2.8
10.3,-0.14,2.8
10.25,-0.14,2.8
10.2,-0.14,2.8
10.15,-0.14,2.8
10.1,-0.14,2.8
10.05,-0.14,2.8
10,-0.14,2.8
9.95,-0.14,2.8
9.9,-0.14,2.8
9.85,-0.14,2.8
9.8,-0.14,2.8
9.75,-0.14,2.8
9.7,-0.14,2.8
9.65,-0.14,2.8
9.6,-0.14,2.8
9.55,-0.14,2.8
9.5,-0.14,2.8
9.45,-0.14,2.8
9.4,-0.14,2.8
9.35,-0.14,2.8
9.3,-0.14,2.8
9.25,-0.14,2.8
9.2,-0.14,2.8
9.15,-0.14,2.8
9.1,-0.14,2.8
9.05,-0.14,2.8
9,-0.14,2.8
8.95,-0.14,2.8
8.9,-0.14,2.8
8.85,-0.14,2.8
8.8,-0.14,2.8
8.75,-0.14,2.8
8.7,-0.14,2.8
8.65,-0.14,2.8
8.6,-0.14,2.8
8.55,-0.14,2.8
8.5,-0.14,2.8
8.45,-0.14,2.8
8.4,-0.14,2.8
8.35,-0.14,2.8
8.3,-0.14,2.8
8.25,-0.14,2.8
8.2,-0.14,2.8
8.15,-0.14,2.8
8.1,-0.14,2.8
8.05,-0.14,2.8
8,-0.14,2.8
7.95,-0.14,2.8
7.9,-0.14,2.8
7.85,-0.14,2.8
7.8,-0.14,2.8
7.75,-0.14,2.8
7.7,-0.14,2.8
7.65,-0.14,2.8
7.6,-0.14,2.8
7.55,-0.14,2.8
7.5,-0.14,2.8
7.45,-0.14,2.8
7.4,-0.14,2.8
7.35,-0.09,2.9
7.3,-0.09,2.9
7.25,-0.09,2.9
7.2,-0.09,2.9
7.15,-0.09,2.9
7.1,-0.09,2.9
7.05,-0.09,2.9
7,-0.09,2.9
6.95,-0.09,2.9
6.9,-0.09,2.9
6.85,-0.09,2.9
6.8,-0.09,2.9
6.75,-0.09,2.9
